profile	id.accession	investigation.study.comment.project type	investigation.study assays.study assay technology type	dataset.study person.first name	dataset.study person.last name	dataset.study person.middle initials	dataset.study publication author list	id.accession_sample name	id.assay name	id.sample name	investigation.study.comment.data source accession	investigation.study.comment.doi	investigation.study.comment.project identifier	study.characteristics.organism	study.source name	condition_inferred	flight_status_inferred	tissue_inferred	tissue_inference_rule	tissue_inference_confidence
Mmus_C57-6J_LVR_LN2_1y_Rep3	OSD-49	Ground Study	RNA Sequencing (RNA-Seq)	Sungshin San-Huei Hami Joshua Ruth Jonathan	Choi Lai Polo Ray Alwood Globus Galazka	 E S K M	"[""Choi Sungshin"",""Ray Hami E."",""Lai San-Huei"",""Alwood Joshua S."",""Globus Ruth K.""]"	OSD-49_Mmus_C57-6J_LVR_LN2_1y_Rep3	OSD-49_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_LN2_1y_Rep3		10.26030/1190-my17		Mus musculus	ASAP 3	unknown	unknown	liver	LVR->liver	high_explicit_sample_token
Mmus_C57-6J_LVR_LN2_3d_Rep1	OSD-49	Ground Study	RNA Sequencing (RNA-Seq)	Sungshin San-Huei Hami Joshua Ruth Jonathan	Choi Lai Polo Ray Alwood Globus Galazka	 E S K M	"[""Choi Sungshin"",""Ray Hami E."",""Lai San-Huei"",""Alwood Joshua S."",""Globus Ruth K.""]"	OSD-49_Mmus_C57-6J_LVR_LN2_3d_Rep1	OSD-49_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_LN2_3d_Rep1		10.26030/1190-my17		Mus musculus	PC 1	unknown	unknown	liver	LVR->liver	high_explicit_sample_token
Mmus_C57-6J_LVR_LN2_3d_Rep2	OSD-49	Ground Study	RNA Sequencing (RNA-Seq)	Sungshin San-Huei Hami Joshua Ruth Jonathan	Choi Lai Polo Ray Alwood Globus Galazka	 E S K M	"[""Choi Sungshin"",""Ray Hami E."",""Lai San-Huei"",""Alwood Joshua S."",""Globus Ruth K.""]"	OSD-49_Mmus_C57-6J_LVR_LN2_3d_Rep2	OSD-49_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_LN2_3d_Rep2		10.26030/1190-my17		Mus musculus	PC 2	unknown	unknown	liver	LVR->liver	high_explicit_sample_token
Mmus_C57-6J_LVR_LN2_3d_Rep3	OSD-49	Ground Study	RNA Sequencing (RNA-Seq)	Sungshin San-Huei Hami Joshua Ruth Jonathan	Choi Lai Polo Ray Alwood Globus Galazka	 E S K M	"[""Choi Sungshin"",""Ray Hami E."",""Lai San-Huei"",""Alwood Joshua S."",""Globus Ruth K.""]"	OSD-49_Mmus_C57-6J_LVR_LN2_3d_Rep3	OSD-49_transcription-profiling_rna-sequencing-(rna-seq)_Illumina	Mmus_C57-6J_LVR_LN2_3d_Rep3		10.26030/1190-my17		Mus musculus	PC 3	unknown	unknown	liver	LVR->liver	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep1_M23	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep1_M23	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep1_M23		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M23	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep2_M24	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep2_M24	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep2_M24		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M24	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep3_M25	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep3_M25	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep3_M25		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M25	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep4_M26	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep4_M26	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep4_M26		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M26	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep5_M27	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep5_M27	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep5_M27		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M27	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_FLT_Rep6_M28	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_FLT_Rep6_M28	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_FLT_Rep6_M28		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_FLT_M28	flight	flight	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_GC_Rep1_M33	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_GC_Rep1_M33	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_GC_Rep1_M33		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_GC_M33	ground_control	ground_or_control	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_GC_Rep2_M34	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_GC_Rep2_M34	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_GC_Rep2_M34		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_GC_M34	ground_control	ground_or_control	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_GC_Rep3_M35	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_GC_Rep3_M35	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_GC_Rep3_M35		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_GC_M35	ground_control	ground_or_control	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_GC_Rep4_M36	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_GC_Rep4_M36	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_GC_Rep4_M36		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_GC_M36	ground_control	ground_or_control	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_ADR_GC_Rep5_M37	OSD-98	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""Beheshti A"",""Ray S"",""Fogle H"",""Berrios D"",""Costes SV"",""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-98_Mmus_C57-6J_ADR_GC_Rep5_M37	OSD-98_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_ADR_GC_Rep5_M37		10.26030/n1jq-2364	RR-1	Mus musculus	RR1_GC_M37	ground_control	ground_or_control	adrenal_gland	ADR->adrenal_gland	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep1_M23	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep1_M23	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep1_M23		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M23	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep2_M26	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep2_M26	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep2_M26		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M26	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep3_M27	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep3_M27	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep3_M27		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M27	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep4_M28	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep4_M28	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep4_M28		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M28	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep5_M29	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep5_M29	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep5_M29		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M29	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_FLT_Rep6_M30	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_FLT_Rep6_M30	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_FLT_Rep6_M30		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_FLT_M30	flight	flight	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep1_M31	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep1_M31	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep1_M31		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M31	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep2_M32	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep2_M32	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep2_M32		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M32	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep3_M37	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep3_M37	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep3_M37		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M37	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep4_M38	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep4_M38	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep4_M38		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M38	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep5_M39	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep5_M39	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep5_M39		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M39	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EDL_GC_Rep6_M40	OSD-99	Spaceflight Study	RNA Sequencing (RNA-Seq)	Jonathan Ruth	Galazka Globus		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-99_Mmus_C57-6J_EDL_GC_Rep6_M40	OSD-99_transcription-profiling_rna-sequencing-(rna-seq)_Illumina HiSeq 4000	Mmus_C57-6J_EDL_GC_Rep6_M40		10.26030/1h3m-3q49	RR-1	Mus musculus	RR1_GC_M40	ground_control	ground_or_control	skeletal_muscle	EDL->skeletal_muscle	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep1_M23	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep1_M23	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep1_M23		10.26030/whek-4p98		Mus musculus	RR1_FLT_M23	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep2_M24	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep2_M24	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep2_M24		10.26030/whek-4p98		Mus musculus	RR1_FLT_M24	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep3_M25	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep3_M25	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep3_M25		10.26030/whek-4p98		Mus musculus	RR1_FLT_M25	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep4_M26	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep4_M26	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep4_M26		10.26030/whek-4p98		Mus musculus	RR1_FLT_M26	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep5_M27	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep5_M27	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep5_M27		10.26030/whek-4p98		Mus musculus	RR1_FLT_M27	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_FLT_Rep6_M28	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_FLT_Rep6_M28	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_FLT_Rep6_M28		10.26030/whek-4p98		Mus musculus	RR1_FLT_M28	flight	flight	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_GC_Rep1_M33	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_GC_Rep1_M33	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_GC_Rep1_M33		10.26030/whek-4p98		Mus musculus	RR1_GC_M33	ground_control	ground_or_control	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_GC_Rep2_M34	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_GC_Rep2_M34	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_GC_Rep2_M34		10.26030/whek-4p98		Mus musculus	RR1_GC_M34	ground_control	ground_or_control	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_GC_Rep3_M35	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_GC_Rep3_M35	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_GC_Rep3_M35		10.26030/whek-4p98		Mus musculus	RR1_GC_M35	ground_control	ground_or_control	eye	EYE->eye	high_explicit_sample_token
Mmus_C57-6J_EYE_GC_Rep4_M36	OSD-100	Spaceflight Study	RNA Sequencing (RNA-Seq)	Ruth Jonathan	Globus Galazka		"[""McDonald TJ"",""Stainforth R"",""Miller J"",""Cahill T"",""da Silveira WA"",""Rathi"",""KS"",""Hardiman G"",""Taylor D"",""Costes SV"",""Chauhan V"",""Meller R"",""Beheshti A""]"	OSD-100_Mmus_C57-6J_EYE_GC_Rep4_M36	OSD-100_transcription-profiling_rna-sequencing-(rna-seq)	Mmus_C57-6J_EYE_GC_Rep4_M36		10.26030/whek-4p98		Mus musculus	RR1_GC_M36	ground_control	ground_or_control	eye	EYE->eye	high_explicit_sample_token
