FLT_cluster_02,FLT_cluster_03,FLT_cluster_04,FLT_cluster_05,FLT_cluster_06,FLT_cluster_07,FLT_cluster_08,FLT_cluster_09,FLT_cluster_10,FLT_cluster_11,FLT_cluster_12,FLT_cluster_13,FLT_cluster_14,GC_cluster_02,GC_cluster_03,GC_cluster_04,GC_cluster_05,GC_cluster_06,GC_cluster_07,GC_cluster_08,GC_cluster_09,GC_cluster_10,GC_cluster_11,GC_cluster_12,GC_cluster_13,GC_cluster_14
Supv3l1,Csk,,,,,,,,,,,,Runx1,Serpinb8,Kctd5,Ppp1r2,,,,,,,,,
Spopl,Nudt19,,,,,,,,,,,,6230400D17Rik,Tax1bp3,Selplg,Skic8,,,,,,,,,
Herpud2,Usp10,,,,,,,,,,,,Adam30,Stambp,Zfp518b,4833439L19Rik,,,,,,,,,
Rab30,Zbtb38,,,,,,,,,,,,Gpsm3,Scamp5,Igf2,Vapb,,,,,,,,,
Tfdp1,Arrb1,,,,,,,,,,,,Mdh1b,Tspan33,Pbx3,Bmi1,,,,,,,,,
Nck1,Sf3b6,,,,,,,,,,,,Zcchc10,Itpr3,Lamc2,Slc25a10,,,,,,,,,
Crebzf,Dhx40,,,,,,,,,,,,Cenpa,Fam3a,Ptk7,H13,,,,,,,,,
Prkce,Def8,,,,,,,,,,,,Ptgs2,Rps6ka4,Zfp661,Cbr1,,,,,,,,,
Tmem204,Cndp2,,,,,,,,,,,,Or8b40,Tm4sf1,Mbip,Pafah2,,,,,,,,,
Sucnr1,Enpp2,,,,,,,,,,,,Rbp2,Cdan1,Nhsl1,Anapc5,,,,,,,,,
Kcnn2,Parp1,,,,,,,,,,,,B3gat2,Zbtb22,Prr3,Hnrnpl,,,,,,,,,
Mmgt1,Prelid3b,,,,,,,,,,,,Krt9,Ppp2r2a,Tmsb15b1,Megf9,,,,,,,,,
Ptrh2,Rprd2,,,,,,,,,,,,A930012L18Rik,Rpap3,Msantd2,Chd2,,,,,,,,,
Kdm3a,Ddx23,,,,,,,,,,,,Slc10a6,Tpra1,Slc15a3,Slc3a1,,,,,,,,,
Ranbp6,Cln5,,,,,,,,,,,,Cr2,Ncf1,Mvb12b,Mfsd4b1,,,,,,,,,
Zfp422,Tnks,,,,,,,,,,,,Pou2af1,Kifc3,Exosc8,Ptpn11,,,,,,,,,
Pomt2,Msl1,,,,,,,,,,,,Snord96a,Cactin,Leng9,Fam107b,,,,,,,,,
Sf3a1,Mybbp1a,,,,,,,,,,,,4930449E18Rik,Adcy5,Chml,Srsf3,,,,,,,,,
Lims2,Dennd2b,,,,,,,,,,,,Has2,Slfn2,Ammecr1,Stt3a,,,,,,,,,
Galk1,Cd99l2,,,,,,,,,,,,Rab15,Zbtb5,Mipol1,Dusp6,,,,,,,,,
Fmo4,Mettl9,,,,,,,,,,,,Pla2g2c,Fbxo42,Oas3,Agmo,,,,,,,,,
Ttc14,Arf5,,,,,,,,,,,,ENSMUSG00000085614,Ascc1,Arl4c,Atf4,,,,,,,,,
Yrdc,1700123O20Rik,,,,,,,,,,,,Septin1|Gm4532,Znhit6,Zfp788,Lrpap1,,,,,,,,,
Trim37,Il15ra,,,,,,,,,,,,Pax3,Armh3,Armcx5,Ube2i,,,,,,,,,
Spryd7,Polg,,,,,,,,,,,,Plb1,Cnot3,Cspg4,Hsph1,,,,,,,,,
Esf1,Hif1an,,,,,,,,,,,,Vmn2r28,Dot1l,Hdc,Prpf40a,,,,,,,,,
Cog8,BC031181,,,,,,,,,,,,Nle1,Nudt16,Ube2t,Slc35e2,,,,,,,,,
Mark2,Aprt,,,,,,,,,,,,Tsnaxip1,Tbpl1,Trmt44,Enpp2,,,,,,,,,
Hdac2,Usp22,,,,,,,,,,,,Vmn2r63,Klhl28,Ect2,Gstm2,,,,,,,,,
1810019D21Rik,Uhrf2,,,,,,,,,,,,Xrcc3,Zfp687,Gar1,Vps28,,,,,,,,,
Bmp2k,Med1,,,,,,,,,,,,6530402F18Rik,Ift80,Tubgcp6,Ebpl,,,,,,,,,
Rnasek,Mtfp1,,,,,,,,,,,,Pik3r5,Mapk1ip1,Zfp493,Ywhab,,,,,,,,,
Calcoco1,Clcn4,,,,,,,,,,,,Pianp,Arl15,Zfp784,Cab39l,,,,,,,,,
Snhg20,Lclat1,,,,,,,,,,,,Myh8,Scfd2,4933427D14Rik,Galnt2,,,,,,,,,
Ube2w,Rmdn3,,,,,,,,,,,,Fbxo39,Samd4b,Zbed3,Mogs,,,,,,,,,
Nedd9,Snx19,,,,,,,,,,,,Ly6g6c,Caml,Gmip,Polg,,,,,,,,,
Nop58,Scyl1,,,,,,,,,,,,Ces2b,Lrrc47,Ache,Mrpl50,,,,,,,,,
Nr3c2,Chid1,,,,,,,,,,,,Aspm,Foxp4,Dio2,Mrps7,,,,,,,,,
Polrmt,Pde4b,,,,,,,,,,,,Vmn2r20,Zfp954,Mis18a,Psmd12,,,,,,,,,
Exph5,Mpst,,,,,,,,,,,,Gipc3,Cdkl2,Cdr2,Gabpa,,,,,,,,,
Kansl1l,Ostc,,,,,,,,,,,,Pate4,Etv3,Calr3,Krt18,,,,,,,,,
Khdc4,Ncoa6,,,,,,,,,,,,Gm5547,Flrt1,Sh2d3c,Kidins220,,,,,,,,,
Cdc14b,Snx18,,,,,,,,,,,,Slc26a6,Ldb2,Lfng,Ddx24,,,,,,,,,
Rrp36,Gm8883,,,,,,,,,,,,Lamp3,Tyw1,Ajuba,Gm4952,,,,,,,,,
Dhrs7b,Egln1,,,,,,,,,,,,L3mbtl4,Klhdc4,Cma1,Clcn4,,,,,,,,,
Enpp1,Timmdc1,,,,,,,,,,,,8430429K09Rik,Adam15,Wdr47,Sgpp1,,,,,,,,,
Akr1c19,Chm,,,,,,,,,,,,Gm11166,G2e3,Epb41l3,Lrtm1,,,,,,,,,
Sh3bgr,Srsf10,,,,,,,,,,,,Dgki,Lin54,Pdgfa,Slc66a2,,,,,,,,,
Ifngr1,Narf,,,,,,,,,,,,Plekha4,Nup93,Gpm6b,Pnkd,,,,,,,,,
Mapt,Cbx3,,,,,,,,,,,,Frat2,Fbxo46,Foxq1,Gnb1,,,,,,,,,
Cox15,Mob4,,,,,,,,,,,,P2ry6,Terf2,Tmem128,Golga3,,,,,,,,,
Srsf7,Exoc4,,,,,,,,,,,,Stx3,Gja1,Traf5,Dnajc19,,,,,,,,,
Rbm28,Slc22a27,,,,,,,,,,,,H3c13,Hdac1,Anxa3,Smarcc2,,,,,,,,,
Ints11,Clcn7,,,,,,,,,,,,Parm1,Stx8,Galnt7,Actr3,,,,,,,,,
Gls,Tmem167,,,,,,,,,,,,Glis3,Polr1g,Acot11,Clock,,,,,,,,,
Frmd8,Flad1,,,,,,,,,,,,Slc23a3,Shld1,Tcf21,Nipbl,,,,,,,,,
Rmi1,Snx5,,,,,,,,,,,,2010109A12Rik,Mvk,Dkk3,Scly,,,,,,,,,
Slc25a38,Uck1,,,,,,,,,,,,Upk3a,Serpina3c,Cks1b,Tacc1,,,,,,,,,
Kcnj2,Numb,,,,,,,,,,,,ENSMUSG00000085615,Haus2,Ahi1,Narf,,,,,,,,,
Mroh1,Cadm1,,,,,,,,,,,,Rbbp8nl,Nr2f6,Nos3,Mob4,,,,,,,,,
Arhgef19,Dnajb6,,,,,,,,,,,,Hoxa7,Cnpy4,Zfp108,Cops5,,,,,,,,,
Tank,Ccdc25,,,,,,,,,,,,Gpr15,Nabp2,Fancc,Znrf2,,,,,,,,,
Clca3a1,Tmem37,,,,,,,,,,,,ENSMUSG00000063314,Slc31a2,Gcfc2,Pex19,,,,,,,,,
Rnft1,Clpb,,,,,,,,,,,,Kcnh1,Wars2,Sfxn3,Tmem167,,,,,,,,,
Phf21a,Phyhd1,,,,,,,,,,,,Hapln1,Gm6710,Sestd1,Capza2,,,,,,,,,
Wsb1,Smad4,,,,,,,,,,,,Lck,Slx1b,Lsm11,Snx5,,,,,,,,,
Mtg2,Dtnbp1,,,,,,,,,,,,Spmip2,Ifit3b,Il27ra,Acad9,,,,,,,,,
Slc6a8,Cops4,,,,,,,,,,,,Mab21l1,Rsad2,Ttbk2,Mbtps1,,,,,,,,,
Srp19,Arsg,,,,,,,,,,,,Phactr1,Slc36a4,Evi5l,Slc25a44,,,,,,,,,
Nfkb1,Homer2,,,,,,,,,,,,Tpx2,Cdk2,Frg2f1,Hnrnpab,,,,,,,,,
Vezf1,Samd8,,,,,,,,,,,,Tmprss5,Ctc1,Ccdc15,Nectin3,,,,,,,,,
Pabpn1,Asnsd1,,,,,,,,,,,,D030040B21Rik,Rab33b,Lipt1,BC004004,,,,,,,,,
Rara,Map3k7,,,,,,,,,,,,Cyp26a1,Zfp524,Hspa12a,Atp6v1a,,,,,,,,,
Apbb2,U2af2,,,,,,,,,,,,Or11m3,Zdhhc7,Btg3,Lgals3bp,,,,,,,,,
Sbsn,Thnsl2,,,,,,,,,,,,Dnajb7,Pus7,Zfp964,Kars1,,,,,,,,,
Vps50,Dhx36,,,,,,,,,,,,Cacna1g,Kank3,Ift122,Dnajb6,,,,,,,,,
Dmtf1,Faf1,,,,,,,,,,,,Col4a4,Gmeb2,Ermardl1,Gaa,,,,,,,,,
Phax,Steep1,,,,,,,,,,,,Gpr85,Lrrk2,Sh3tc2,Tmem37,,,,,,,,,
Ranbp1,Immp1l,,,,,,,,,,,,Ceacam10,Casp8ap2,Heph,Smarca4,,,,,,,,,
Ppfibp2,Zfyve1,,,,,,,,,,,,Lncbate10,Trim39,Ptpn13,Phyhd1,,,,,,,,,
Abcd1,Atp11a,,,,,,,,,,,,Prr5,Mpg,Zdhhc24,F11,,,,,,,,,
Hdhd3,Zpr1,,,,,,,,,,,,Pierce1,Med20,Phf11c,Mapk9,,,,,,,,,
Ehbp1,Pcm1,,,,,,,,,,,,Cabp1,Mtfmt,Il2rg,Prr14l,,,,,,,,,
Actr8,Vma21,,,,,,,,,,,,Cd180,Bdh2,Mtmr14,Tob1,,,,,,,,,
Ift46,Fzd4,,,,,,,,,,,,Hsd3b4,Zrsr2,Amy2b,Trim44,,,,,,,,,
Shtn1,Cul2,,,,,,,,,,,,Pdk3,Tti2,Ulk3,Rbis,,,,,,,,,
Noc2l,Prkaca,,,,,,,,,,,,Pcdhga4,Tsfm,Hps6,Cops4,,,,,,,,,
Zfp639,Ctdsp2,,,,,,,,,,,,Chl1,Cwc25,Nhej1,Tex264,,,,,,,,,
Scrib,Tnfrsf1b,,,,,,,,,,,,Gpr82,Mrm3,Ash2l,Rab8a,,,,,,,,,
Pkd2,Mocos,,,,,,,,,,,,Arsj,Slco3a1,Fam241b,Bclaf1,,,,,,,,,
Tom1l2,St6galnac6,,,,,,,,,,,,Krt6b,Agtrap,Dlg4,Hibch,,,,,,,,,
Prkcq,Grcc10,,,,,,,,,,,,Fbxw15,H2bc18,F3,Dhx36,,,,,,,,,
Zbtb1,Pgap1,,,,,,,,,,,,Fcrla,Slc25a26,Dcaf12l1,Hyi,,,,,,,,,
Mrpl43,Pes1,,,,,,,,,,,,Tmem63c,Cep135,Poli,C4a,,,,,,,,,
ENSMUSG00002074846,Ubr1,,,,,,,,,,,,Gng7,Rxrg,Tlr7,Immp1l,,,,,,,,,
Fitm1,Ppig,,,,,,,,,,,,Ppfia2,Klhl6,Rnf157,Zfyve1,,,,,,,,,
Agfg2,Hnrnpdl,,,,,,,,,,,,Tmem45b,Timd4,Ift22,Ap2a2,,,,,,,,,
Ccdc97,Mat2b,,,,,,,,,,,,Opn1mw,Pias4,Aste1,Tmem14c,,,,,,,,,
Ube2m,Mrpl33,,,,,,,,,,,,Fgf16,Tmem185b,Zfp414,Fzd4,,,,,,,,,
Spg11,Mrpl39,,,,,,,,,,,,Snhg4,Acvr1b,Ldaf1,Cyp4f15,,,,,,,,,
Pnpla6,Hgsnat,,,,,,,,,,,,Gimap7,Dgcr8,Pcdhgc4,Qrich1,,,,,,,,,
Anp32b,Mgrn1,,,,,,,,,,,,Dcaf8l,Mterf4,Tbx2,Kcnq1ot1,,,,,,,,,
Rab17,Hgs,,,,,,,,,,,,Dnm1,Atxn7l1,Lrrc56,Grcc10,,,,,,,,,
Chkb,Dock1,,,,,,,,,,,,Gm5134,Prmt3,Cyp4f39,Letm1,,,,,,,,,
Eml4,Ppil2,,,,,,,,,,,,1700001J03Rik,Mob3a,Cep131,Micos13,,,,,,,,,
Dctn4,Il11ra1,,,,,,,,,,,,Snora41,Setd6,Uba7,Akt2,,,,,,,,,
Ogn,Gnpda1,,,,,,,,,,,,Cyp4a29,Paxip1,Ccdc138,Rer1,,,,,,,,,
Trim41,Tmem250,,,,,,,,,,,,Prelid3a,Rnf8,Myo1g,Psma2,,,,,,,,,
Zfp759,Spg7,,,,,,,,,,,,Dlx6os1,Pigb,Arrb2,Gpd2,,,,,,,,,
Nol3,Mpnd,,,,,,,,,,,,4930545H06Rik,Eif2ak4,Fbxl9,Sub1,,,,,,,,,
Lta4h,Sf1,,,,,,,,,,,,Ric3,P4ha2,Spon2,Akr7a5,,,,,,,,,
2510009E07Rik,Zmat2,,,,,,,,,,,,Pax8,Rbms3,Trmt13,Mrpl33,,,,,,,,,
Sertad2,Btbd7,,,,,,,,,,,,Mpl,Wwox,Otub2,Fhip2a,,,,,,,,,
Cyp7b1,Mapre1,,,,,,,,,,,,Kcnc3,Phf7,Bco1,Acad8,,,,,,,,,
Pdp1,Vwa5a,,,,,,,,,,,,Foxl1,Mir99ahg,Aif1,ENSMUSG00000118671,,,,,,,,,
Podxl,Zbtb41,,,,,,,,,,,,Col11a2,Asb7,Pcdh18,Mgrn1,,,,,,,,,
Cavin4,Arih2,,,,,,,,,,,,Scart2,Prpf38a,Zfat,Acat2,,,,,,,,,
Lsm3,Ube2j1,,,,,,,,,,,,Slc26a9,Mre11a,Sema4c,Pcyt1a,,,,,,,,,
Cgrrf1,Ccnd2,,,,,,,,,,,,ENSMUSG00000097820,Rnf24,Nckap5,Mal2,,,,,,,,,
Abhd13,Arf3,,,,,,,,,,,,Mcpt8,Trappc2,Smim29,Mga,,,,,,,,,
Gabbr2,Slc46a3,,,,,,,,,,,,Cbr2,Trim32,Cep89,Psme1,,,,,,,,,
Sft2d1,Xrn1,,,,,,,,,,,,Gvin1,Wipf2,Pheta1,Hycc2,,,,,,,,,
Aktip,Auh,,,,,,,,,,,,Spmip8,Zftraf1,Tfap4,Tulp4,,,,,,,,,
Sfxn2,Wdr45b,,,,,,,,,,,,Pga5,Pms1,Slc22a2,Dnajc13,,,,,,,,,
Zfp800,Galnt1,,,,,,,,,,,,Spaca1,Cep290,Gstcd,Hnrnph2,,,,,,,,,
Gcnt2,Gde1,,,,,,,,,,,,4932435O22Rik,Oxld1,Gm7609,Csnk1d,,,,,,,,,
Dcps,Klhl5,,,,,,,,,,,,Ptgds,Trappc6a,Irf5,Mtor,,,,,,,,,
Camk1,Sat1,,,,,,,,,,,,Prap1,Mthfr,H4c18,Cope,,,,,,,,,
Nfkbia,Ate1,,,,,,,,,,,,Or4c114,Zfp60,Olfml2b,Sepsecs,,,,,,,,,
Timm22,Mrpl17,,,,,,,,,,,,Lrrd1,Tipin,Tmco6,Rnf130,,,,,,,,,
Gng10,Mtif3,,,,,,,,,,,,Lypd1,Gmnn,B4galt4,Ndufa9,,,,,,,,,
Tbc1d24,Ogfr,,,,,,,,,,,,Fndc9,Haus7,Bbs4,Ufm1,,,,,,,,,
Rtn4ip1,Ube2g2,,,,,,,,,,,,Or10ag54,Brf1,Lrrc49,Nsun2,,,,,,,,,
Bad,Cnih1,,,,,,,,,,,,3110045C21Rik,Tmem165,Mier2,Dcun1d1,,,,,,,,,
Tram2,Gstp3,,,,,,,,,,,,Zfp647,Zfp143,Cryzl2,Acad10,,,,,,,,,
Smc4,Sephs1,,,,,,,,,,,,Ccdc14,Smndc1,Tbc1d7,Gas6,,,,,,,,,
H4c3,Ubl5,,,,,,,,,,,,Rbp3,Unc45a,Rftn1,Efr3a,,,,,,,,,
Rab11fip1,Tsc1,,,,,,,,,,,,Col4a6,Gskip,Ica1,Cd74,,,,,,,,,
Gpr155,Esyt2,,,,,,,,,,,,Fsd1,Parp6,Firre,Nnt,,,,,,,,,
Zfp451,Senp6,,,,,,,,,,,,A630012P03Rik,Dhx29,Scai,Aspdh,,,,,,,,,
Zfp280d,Emc2,,,,,,,,,,,,Anxa8,Lmbr1,Ttf1,Clta,,,,,,,,,
Paip2b,Fkbp3,,,,,,,,,,,,Esr2,Gucy1a2,Zfp827,Sp1,,,,,,,,,
Pdcl3,Dock8,,,,,,,,,,,,Rem2,Mgme1,Dok4,Secisbp2l,,,,,,,,,
Dbnl,Keg1,,,,,,,,,,,,Gm17644,Izumo4,Neurl2,Tgfbi,,,,,,,,,
Sema6d,Fryl,,,,,,,,,,,,Rnase13,Ccdc126,Wdr89,Pcca,,,,,,,,,
Tbc1d17,Ist1,,,,,,,,,,,,Serpinb13,Gab1,F8a,Crebbp,,,,,,,,,
Trim54,Hdac3,,,,,,,,,,,,Fhl5,Agpat5,Usp39,Palld,,,,,,,,,
Tmem263,Saa1,,,,,,,,,,,,Rnf207,Gbp2,Mterf1a,Atp6v1e1,,,,,,,,,
Csrp2,Tsg101,,,,,,,,,,,,Tas2r138,Snupn,Elf4,Cep85l,,,,,,,,,
Tppp,Spart,,,,,,,,,,,,A330102I10Rik,Gng2,Mbnl3,Slco1a1,,,,,,,,,
Zbtb8os,Drg1,,,,,,,,,,,,Tspo2,Tmcc3,Napepld,Slc33a1,,,,,,,,,
Eif2ak2,Tgfbr1,,,,,,,,,,,,Slc22a12,Mtg1,Atat1,Cwc15,,,,,,,,,
Tec,Ppp6c,,,,,,,,,,,,Dnm3os,Nrde2,Airn,Sdc3,,,,,,,,,
Nmt2,Atp6ap2,,,,,,,,,,,,Creb5,Lrch1,Ppm1j,Auh,,,,,,,,,
Sptlc1,Thap12,,,,,,,,,,,,Kremen2,Slc9a9,Sash3,Galnt1,,,,,,,,,
Mepce,Tsc22d1,,,,,,,,,,,,Lnx1,Ints5,Il10rb,Sat1,,,,,,,,,
Kctd12,Cdhr5,,,,,,,,,,,,Adgrb3,Gas2l1,Cir1,Entpd8,,,,,,,,,
Pomgnt1|2510003B16Rik,Slf2,,,,,,,,,,,,Sncaip,Rbmxl1,Spsb4,Ap2b1,,,,,,,,,
Xab2,Slc8b1,,,,,,,,,,,,B3gnt6,Arhgap45,Rad9b,Ubl5,,,,,,,,,
Adra1b,Ptk2,,,,,,,,,,,,Cacna1e,Ccdc86,Fam193b,Pja2,,,,,,,,,
Nelfcd,Rpl22l1,,,,,,,,,,,,Krt7,Dclk3,Klrk1,Pter,,,,,,,,,
Esyt1,Slc25a32,,,,,,,,,,,,2410004P03Rik,Mus81,Lime1,Emc2,,,,,,,,,
Yif1b,Palmd,,,,,,,,,,,,2610318N02Rik,Acsl3,Meox2,Trpc4ap,,,,,,,,,
Anks1,Rbms1,,,,,,,,,,,,Gipr,1110002L01Rik,Bhlhe41,Ibtk,,,,,,,,,
Sec24b,Adam23,,,,,,,,,,,,Zp2,Mxd1,Cit,Clcc1,,,,,,,,,
Rsl24d1,Zbtb7b,,,,,,,,,,,,Elovl3,Cnnm2,Kcnn3,Cdc42bpb,,,,,,,,,
Srbd1,Gabarapl2,,,,,,,,,,,,Slc26a7,Llgl1,Clstn3,Prkar2a,,,,,,,,,
Zbtb11,Slco2a1,,,,,,,,,,,,Scn3b,Akap17b,Pde9a,Acp2,,,,,,,,,
Guk1,Senp5,,,,,,,,,,,,Tbx4,Cnksr3,Smim1,Pals2,,,,,,,,,
Etfbkmt,Drap1,,,,,,,,,,,,Pafah1b3,Arfgap3,Cd300ld3,Ube2d2a,,,,,,,,,
Tbc1d4,Txlng,,,,,,,,,,,,Or2y1f,Zfp444,Alox5ap,Sh3pxd2a,,,,,,,,,
Gsk3a,Pde2a,,,,,,,,,,,,Snord110,Dffa,Ttyh3,Saa1,,,,,,,,,
Ppid,Pros1,,,,,,,,,,,,Ctnna2,Cdc42ep2,Tspyl4,Vmp1,,,,,,,,,
B3gat3,1110004F10Rik,,,,,,,,,,,,Slco1a8,Slc38a9,Gemin6,Mier1,,,,,,,,,
Smarcad1,Sun2,,,,,,,,,,,,Vmn1r227,St8sia4,Spic,Sumo1,,,,,,,,,
Cyb5r4|Gm57850,Rala,,,,,,,,,,,,Sh3bp4,Tinf2,Zfpm2,Ccpg1,,,,,,,,,
Hip1,Cela1,,,,,,,,,,,,Spata24,Mcph1,Zfp1,Thap12,,,,,,,,,
Elp5,Ormdl2,,,,,,,,,,,,Tinag,Hpse,Ly96,Dnaja2,,,,,,,,,
Arl3,Rbm17,,,,,,,,,,,,Gm15471,Cdc42ep1,Cd320,Ciao2a,,,,,,,,,
Tspan9,Fbxw8,,,,,,,,,,,,Krt4,Daxx,ENSMUSG00000063171,Eif3f,,,,,,,,,
Htatip2,Dnpep,,,,,,,,,,,,Fank1,Acbd6,Wdpcp,Coro1b,,,,,,,,,
Pdgfc,Tmem63b,,,,,,,,,,,,Or51k1,Prickle1,Mmp7,Sp3,,,,,,,,,
Rapgef5,Cd163,,,,,,,,,,,,D6Ertd527e,Slc8a1,Helq,Rbbp6,,,,,,,,,
Abhd16a,Plin3,,,,,,,,,,,,ENSMUSG00000034555,Vps72,AW011738,Slc25a32,,,,,,,,,
Unc119b,Napa,,,,,,,,,,,,Prdm11,Zfp994,Lrp11,Palmd,,,,,,,,,
Ddx52,Apoo,,,,,,,,,,,,Purg,Pfkfb3,Gjc3,Cldn1,,,,,,,,,
Flywch1,Sugct,,,,,,,,,,,,Tiam2,Spring1,Maml3,Txnl1,,,,,,,,,
Gemin7,Mfhas1,,,,,,,,,,,,Zfp423,Ctps1,Tmem238,Epb41l4b,,,,,,,,,
Tyk2,Golga2,,,,,,,,,,,,Tcf15,Cep15,Nup107,Gabarapl2,,,,,,,,,
Anxa11,Ola1,,,,,,,,,,,,Igf2bp2,Arhgef2,Hirip3,Drap1,,,,,,,,,
Pkn1,Emc1,,,,,,,,,,,,Tnmd,Rbmx,S100a11,Lasp1,,,,,,,,,
Bri3,Igtp,,,,,,,,,,,,Tbx3os2,Fam167b,Itpripl1,Ctnna1,,,,,,,,,
Notum,Phkb,,,,,,,,,,,,Bach2os,Pcid2,Thumpd2,Pros1,,,,,,,,,
Plekhm1,Ndufc1,,,,,,,,,,,,Pld5,Ccdc66,Ncapg2,Sun2,,,,,,,,,
Zfp568,Dhrs7,,,,,,,,,,,,Samd12,Hdac10,Ift74,Kif21a,,,,,,,,,
Med25,Ank3,,,,,,,,,,,,Noxa1,Zfp12,Alox15,Cela1,,,,,,,,,
Top3b,Spast,,,,,,,,,,,,Tacc3,Tiparp,Cnksr1,Psma6,,,,,,,,,
Zcrb1,Ablim1,,,,,,,,,,,,Dennd1c,Fhod1,Htra1,Derl2,,,,,,,,,
Zdhhc21,Atf7ip,,,,,,,,,,,,A330032B11Rik,Mcts2,Lmln,Spcs3,,,,,,,,,
Irf3,Sel1l3,,,,,,,,,,,,Arhgap9,Ppp1r9a,Hk3,Zscan26,,,,,,,,,
Snrpb2,Mtmr10,,,,,,,,,,,,Cxcr3,Zfp799,Itgb7,Eif3e,,,,,,,,,
Rpp25l,Cstb,,,,,,,,,,,,Tmem198,Primpol,A230072C01Rik,Ptprk,,,,,,,,,
Pithd1,Fam13a,,,,,,,,,,,,Insyn2a,Gpank1,Serpinb6b,Pitrm1,,,,,,,,,
Gtf2ird1,Ubtf,,,,,,,,,,,,Cntnap3,Zfp46,Lhx2,Napa,,,,,,,,,
Arhgef5,Psmd14,,,,,,,,,,,,Cyp2d11,Hace1,Dtx2,Trip11,,,,,,,,,
Gpatch11,Nfat5,,,,,,,,,,,,Cldn13,Meis1,Faap20,Dcaf6,,,,,,,,,
Tubgcp4,Kcmf1,,,,,,,,,,,,Krt16,Brd9,Trim68,Tubb2a,,,,,,,,,
Kdm6b,Ago1,,,,,,,,,,,,Car11,Tmco4,Klra2,R3hdm2,,,,,,,,,
Rp2,Hapstr1,,,,,,,,,,,,Zfp773,Dtd2,Sybu,Atg2b,,,,,,,,,
Cimip3,Ss18l2,,,,,,,,,,,,Trpm6,Zfp35,4732491K20Rik,Lhpp,,,,,,,,,
Kbtbd4,Ppp6r2,,,,,,,,,,,,Car12,Klhl18,ENSMUSG00000084843,Btd,,,,,,,,,
Mapre2,Pyurf,,,,,,,,,,,,ENSMUSG00000045464,Fzd7,1500011B03Rik|2610524H06Rik,Nfe2l2,,,,,,,,,
Aqr,Tmed4,,,,,,,,,,,,Syt12,Tesk2,Pdpn,Actr1a,,,,,,,,,
Ptpn14,Zfpm1,,,,,,,,,,,,4930509E16Rik,Kctd6,Cdkn2d,Rab5if,,,,,,,,,
Ubr7,Wdr11,,,,,,,,,,,,F930017D23Rik,Mndal,Slc22a4,Rb1cc1,,,,,,,,,
Ano6,Rexo2,,,,,,,,,,,,Tal2,Socs3,Tulp3,Brd2,,,,,,,,,
Abcb1a,Fam20c,,,,,,,,,,,,Tgm5,Dhx57,9130221H12Rik,Shpk,,,,,,,,,
Scamp3,Ubxn6,,,,,,,,,,,,Osr1,Nrf1,Cplx2,Trabd,,,,,,,,,
Napg,Saraf,,,,,,,,,,,,Twist1,Pigu,Zfp956,Itprid2,,,,,,,,,
Dcun1d4,Col4a2,,,,,,,,,,,,Slamf6,Aars2,Rnase1,Cpeb4,,,,,,,,,
Pxk,Mid1ip1,,,,,,,,,,,,Spock1,Rai1,Tbc1d25,Ank3,,,,,,,,,
Macir,Slc25a42,,,,,,,,,,,,ENSMUSG00000097287,Rcc2,Pla2g4a,Tapbp,,,,,,,,,
Ptpn2,Vps13a,,,,,,,,,,,,Gm12522,Fan1,Unc13b,Mindy1,,,,,,,,,
Mast2,Tasor2,,,,,,,,,,,,Higd1b,Ankrd54,Gpc6,Acnat1,,,,,,,,,
Acot1,Rragc,,,,,,,,,,,,Grk4,Adgre4,Gpr137b,Arhgap21,,,,,,,,,
Ascc2,Lrrc8a,,,,,,,,,,,,Spag6,Pigo,Gna14,Rabgap1l,,,,,,,,,
Kif3b,Sbf1,,,,,,,,,,,,Gdf1,Cenatac,Hscb,Plod1,,,,,,,,,
Acyp2,Chchd1,,,,,,,,,,,,Rccd1,Entpd7,Alkbh7,Gnai2,,,,,,,,,
Rab11fip3,Ppp1r10,,,,,,,,,,,,Pasd1,Fut8,Mms22l,Stau1,,,,,,,,,
Ap1m1,Tmem214,,,,,,,,,,,,Gypa,Cln3,Jrk,Vdac3,,,,,,,,,
Plekha8,Map3k4,,,,,,,,,,,,Slc28a2,Fdxr,Slc16a11,Asah2,,,,,,,,,
Mmp15,Dmd,,,,,,,,,,,,Epsti1,Simc1,S100a8,Tlk1,,,,,,,,,
Grk2,Dnajc14,,,,,,,,,,,,Grin2b,Nme3,Sfrp1,Mta2,,,,,,,,,
Jagn1,Tmem38b,,,,,,,,,,,,Or52h1,Orc2,Ogg1,Depp1,,,,,,,,,
Stard8,Arl6ip5,,,,,,,,,,,,Asic1,Stk24,Paqr4,Abcb6,,,,,,,,,
Pigx,Actr10,,,,,,,,,,,,Traf3ip3,Nab2,Tbc1d19,Tomm5,,,,,,,,,
Tent5a,Scamp1,,,,,,,,,,,,A530065N20Rik,Egr1,Kifc2,Osbp,,,,,,,,,
Tbc1d13,Hnrnpll,,,,,,,,,,,,Or9k7,Dnajc9,Ddit4,Tmed4,,,,,,,,,
Pycr3,Bace1,,,,,,,,,,,,C1qtnf6,Elk3,Imp3,Aldh1b1,,,,,,,,,
Ralgps2,Jmy,,,,,,,,,,,,Erich2,Zdhhc18,Pard6b,Pik3ca,,,,,,,,,
2210408F21Rik,Rbm5,,,,,,,,,,,,Nek2,Terf1,Lilra5,Usp19,,,,,,,,,
