term	reactome_id	name	url	n_genes
R-MMU-3134975_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	R-MMU-3134975	Regulation of innate immune responses to cytosolic DNA	https://reactome.org/PathwayBrowser/#/R-MMU-3134975	14
R-MMU-3214815_HDACS_DEACETYLATE_HISTONES	R-MMU-3214815	HDACs deacetylate histones	https://reactome.org/PathwayBrowser/#/R-MMU-3214815	22
R-MMU-3214841_PKMTS_METHYLATE_HISTONE_LYSINES	R-MMU-3214841	PKMTs methylate histone lysines	https://reactome.org/PathwayBrowser/#/R-MMU-3214841	66
R-MMU-3214842_HDMS_DEMETHYLATE_HISTONES	R-MMU-3214842	HDMs demethylate histones	https://reactome.org/PathwayBrowser/#/R-MMU-3214842	47
R-MMU-3214847_HATS_ACETYLATE_HISTONES	R-MMU-3214847	HATs acetylate histones	https://reactome.org/PathwayBrowser/#/R-MMU-3214847	74
R-MMU-3214858_RMTS_METHYLATE_HISTONE_ARGININES	R-MMU-3214858	RMTs methylate histone arginines	https://reactome.org/PathwayBrowser/#/R-MMU-3214858	69
R-MMU-3215018_PROCESSING_AND_ACTIVATION_OF_SUMO	R-MMU-3215018	Processing and activation of SUMO	https://reactome.org/PathwayBrowser/#/R-MMU-3215018	10
R-MMU-3232118_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	R-MMU-3232118	SUMOylation of transcription factors	https://reactome.org/PathwayBrowser/#/R-MMU-3232118	15
R-MMU-3232142_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS	R-MMU-3232142	SUMOylation of ubiquitinylation proteins	https://reactome.org/PathwayBrowser/#/R-MMU-3232142	39
R-MMU-3238698_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	R-MMU-3238698	WNT ligand biogenesis and trafficking	https://reactome.org/PathwayBrowser/#/R-MMU-3238698	25
R-MMU-3247509_CHROMATIN_MODIFYING_ENZYMES	R-MMU-3247509	Chromatin modifying enzymes	https://reactome.org/PathwayBrowser/#/R-MMU-3247509	202
R-MMU-3249367_STAT6_MEDIATED_INDUCTION_OF_CHEMOKINES	R-MMU-3249367	STAT6-mediated induction of chemokines	https://reactome.org/PathwayBrowser/#/R-MMU-3249367	3
R-MMU-3270619_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	R-MMU-3270619	IRF3-mediated induction of type I IFN	https://reactome.org/PathwayBrowser/#/R-MMU-3270619	5
R-MMU-3295583_TRP_CHANNELS	R-MMU-3295583	TRP channels	https://reactome.org/PathwayBrowser/#/R-MMU-3295583	28
R-MMU-3296197_HYDROXYCARBOXYLIC_ACID_BINDING_RECEPTORS	R-MMU-3296197	Hydroxycarboxylic acid-binding receptors	https://reactome.org/PathwayBrowser/#/R-MMU-3296197	2
R-MMU-3299685_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	R-MMU-3299685	Detoxification of Reactive Oxygen Species	https://reactome.org/PathwayBrowser/#/R-MMU-3299685	34
R-MMU-3301854_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	R-MMU-3301854	Nuclear Pore Complex (NPC) Disassembly	https://reactome.org/PathwayBrowser/#/R-MMU-3301854	33
R-MMU-3322077_GLYCOGEN_SYNTHESIS	R-MMU-3322077	Glycogen synthesis	https://reactome.org/PathwayBrowser/#/R-MMU-3322077	6
R-MMU-3371378_REGULATION_BY_C_FLIP	R-MMU-3371378	Regulation by c-FLIP	https://reactome.org/PathwayBrowser/#/R-MMU-3371378	10
R-MMU-3371453_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	R-MMU-3371453	Regulation of HSF1-mediated heat shock response	https://reactome.org/PathwayBrowser/#/R-MMU-3371453	65
R-MMU-3371497_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	R-MMU-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	https://reactome.org/PathwayBrowser/#/R-MMU-3371497	49
R-MMU-3371511_HSF1_ACTIVATION	R-MMU-3371511	HSF1 activation	https://reactome.org/PathwayBrowser/#/R-MMU-3371511	8
R-MMU-3371556_CELLULAR_RESPONSE_TO_HEAT_STRESS	R-MMU-3371556	Cellular response to heat stress	https://reactome.org/PathwayBrowser/#/R-MMU-3371556	84
R-MMU-3371568_ATTENUATION_PHASE	R-MMU-3371568	Attenuation phase	https://reactome.org/PathwayBrowser/#/R-MMU-3371568	13
R-MMU-3371571_HSF1_DEPENDENT_TRANSACTIVATION	R-MMU-3371571	HSF1-dependent transactivation	https://reactome.org/PathwayBrowser/#/R-MMU-3371571	23
R-MMU-349425_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	R-MMU-349425	Autodegradation of the E3 ubiquitin ligase COP1	https://reactome.org/PathwayBrowser/#/R-MMU-349425	39
R-MMU-350054_NOTCH_HLH_TRANSCRIPTION_PATHWAY	R-MMU-350054	Notch-HLH transcription pathway	https://reactome.org/PathwayBrowser/#/R-MMU-350054	22
R-MMU-350562_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	R-MMU-350562	Regulation of ornithine decarboxylase (ODC)	https://reactome.org/PathwayBrowser/#/R-MMU-350562	37
R-MMU-350864_REGULATION_OF_THYROID_HORMONE_ACTIVITY	R-MMU-350864	Regulation of thyroid hormone activity	https://reactome.org/PathwayBrowser/#/R-MMU-350864	2
R-MMU-351143_AGMATINE_BIOSYNTHESIS	R-MMU-351143	Agmatine biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-351143	2
R-MMU-351200_INTERCONVERSION_OF_POLYAMINES	R-MMU-351200	Interconversion of polyamines	https://reactome.org/PathwayBrowser/#/R-MMU-351200	3
R-MMU-351202_METABOLISM_OF_POLYAMINES	R-MMU-351202	Metabolism of polyamines	https://reactome.org/PathwayBrowser/#/R-MMU-351202	45
R-MMU-351906_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS	R-MMU-351906	Apoptotic cleavage of cell adhesion  proteins	https://reactome.org/PathwayBrowser/#/R-MMU-351906	10
R-MMU-352230_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	R-MMU-352230	Amino acid transport across the plasma membrane	https://reactome.org/PathwayBrowser/#/R-MMU-352230	31
R-MMU-352238_BREAKDOWN_OF_THE_NUCLEAR_LAMINA	R-MMU-352238	Breakdown of the nuclear lamina	https://reactome.org/PathwayBrowser/#/R-MMU-352238	3
R-MMU-354192_INTEGRIN_SIGNALING	R-MMU-354192	Integrin signaling	https://reactome.org/PathwayBrowser/#/R-MMU-354192	27
R-MMU-354194_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	R-MMU-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	https://reactome.org/PathwayBrowser/#/R-MMU-354194	15
R-MMU-3700989_TRANSCRIPTIONAL_REGULATION_BY_TP53	R-MMU-3700989	Transcriptional Regulation by TP53	https://reactome.org/PathwayBrowser/#/R-MMU-3700989	299
R-MMU-372708_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	R-MMU-372708	p130Cas linkage to MAPK signaling for integrins	https://reactome.org/PathwayBrowser/#/R-MMU-372708	15
R-MMU-372790_SIGNALING_BY_GPCR	R-MMU-372790	Signaling by GPCR	https://reactome.org/PathwayBrowser/#/R-MMU-372790	627
R-MMU-373076_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	R-MMU-373076	Class A/1 (Rhodopsin-like receptors)	https://reactome.org/PathwayBrowser/#/R-MMU-373076	322
R-MMU-373080_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	R-MMU-373080	Class B/2 (Secretin family receptors)	https://reactome.org/PathwayBrowser/#/R-MMU-373080	58
R-MMU-373752_NETRIN_1_SIGNALING	R-MMU-373752	Netrin-1 signaling	https://reactome.org/PathwayBrowser/#/R-MMU-373752	15
R-MMU-373753_NEPHRIN_FAMILY_INTERACTIONS	R-MMU-373753	Nephrin family interactions	https://reactome.org/PathwayBrowser/#/R-MMU-373753	9
R-MMU-373755_SEMAPHORIN_INTERACTIONS	R-MMU-373755	Semaphorin interactions	https://reactome.org/PathwayBrowser/#/R-MMU-373755	51
R-MMU-373756_SDK_INTERACTIONS	R-MMU-373756	SDK interactions	https://reactome.org/PathwayBrowser/#/R-MMU-373756	2
R-MMU-373760_L1CAM_INTERACTIONS	R-MMU-373760	L1CAM interactions	https://reactome.org/PathwayBrowser/#/R-MMU-373760	67
R-MMU-375165_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	R-MMU-375165	NCAM signaling for neurite out-growth	https://reactome.org/PathwayBrowser/#/R-MMU-375165	35
R-MMU-375276_PEPTIDE_LIGAND_BINDING_RECEPTORS	R-MMU-375276	Peptide ligand-binding receptors	https://reactome.org/PathwayBrowser/#/R-MMU-375276	194
R-MMU-375280_AMINE_LIGAND_BINDING_RECEPTORS	R-MMU-375280	Amine ligand-binding receptors	https://reactome.org/PathwayBrowser/#/R-MMU-375280	43
R-MMU-375281_HORMONE_LIGAND_BINDING_RECEPTORS	R-MMU-375281	Hormone ligand-binding receptors	https://reactome.org/PathwayBrowser/#/R-MMU-375281	11
R-MMU-376172_DSCAM_INTERACTIONS	R-MMU-376172	DSCAM interactions	https://reactome.org/PathwayBrowser/#/R-MMU-376172	2
R-MMU-376176_SIGNALING_BY_ROBO_RECEPTORS	R-MMU-376176	Signaling by ROBO receptors	https://reactome.org/PathwayBrowser/#/R-MMU-376176	21
R-MMU-3769402_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	R-MMU-3769402	Deactivation of the beta-catenin transactivating complex	https://reactome.org/PathwayBrowser/#/R-MMU-3769402	33
R-MMU-3772470_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	R-MMU-3772470	Negative regulation of TCF-dependent signaling by WNT ligand antagonists	https://reactome.org/PathwayBrowser/#/R-MMU-3772470	8
R-MMU-379397_ENZYMATIC_DEGRADATION_OF_DOPAMINE_BY_COMT	R-MMU-379397	Enzymatic degradation of dopamine by COMT	https://reactome.org/PathwayBrowser/#/R-MMU-379397	3
R-MMU-379398_ENZYMATIC_DEGRADATION_OF_DOPAMINE_BY_MONOAMINE_OXIDASE	R-MMU-379398	Enzymatic degradation of Dopamine by monoamine oxidase	https://reactome.org/PathwayBrowser/#/R-MMU-379398	2
R-MMU-379401_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT	R-MMU-379401	Dopamine clearance from the synaptic cleft	https://reactome.org/PathwayBrowser/#/R-MMU-379401	4
R-MMU-379716_CYTOSOLIC_TRNA_AMINOACYLATION	R-MMU-379716	Cytosolic tRNA aminoacylation	https://reactome.org/PathwayBrowser/#/R-MMU-379716	1
R-MMU-379724_TRNA_AMINOACYLATION	R-MMU-379724	tRNA Aminoacylation	https://reactome.org/PathwayBrowser/#/R-MMU-379724	2
R-MMU-379726_MITOCHONDRIAL_TRNA_AMINOACYLATION	R-MMU-379726	Mitochondrial tRNA aminoacylation	https://reactome.org/PathwayBrowser/#/R-MMU-379726	1
R-MMU-380095_TACHYKININ_RECEPTORS_BIND_TACHYKININS	R-MMU-380095	Tachykinin receptors bind tachykinins	https://reactome.org/PathwayBrowser/#/R-MMU-380095	5
R-MMU-380108_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	R-MMU-380108	Chemokine receptors bind chemokines	https://reactome.org/PathwayBrowser/#/R-MMU-380108	55
R-MMU-380259_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES	R-MMU-380259	Loss of Nlp from mitotic centrosomes	https://reactome.org/PathwayBrowser/#/R-MMU-380259	67
R-MMU-380270_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	R-MMU-380270	Recruitment of mitotic centrosome proteins and complexes	https://reactome.org/PathwayBrowser/#/R-MMU-380270	77
R-MMU-380284_LOSS_OF_PROTEINS_REQUIRED_FOR_INTERPHASE_MICROTUBULE_ORGANIZATION_FROM_THE_CENTROSOME	R-MMU-380284	Loss of proteins required for interphase microtubule organization from the centrosome	https://reactome.org/PathwayBrowser/#/R-MMU-380284	67
R-MMU-380287_CENTROSOME_MATURATION	R-MMU-380287	Centrosome maturation	https://reactome.org/PathwayBrowser/#/R-MMU-380287	77
R-MMU-380320_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES	R-MMU-380320	Recruitment of NuMA to mitotic centrosomes	https://reactome.org/PathwayBrowser/#/R-MMU-380320	88
R-MMU-380612_METABOLISM_OF_SEROTONIN	R-MMU-380612	Metabolism of serotonin	https://reactome.org/PathwayBrowser/#/R-MMU-380612	2
R-MMU-380615_SEROTONIN_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT	R-MMU-380615	Serotonin clearance from the synaptic cleft	https://reactome.org/PathwayBrowser/#/R-MMU-380615	3
R-MMU-380972_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	R-MMU-380972	Energy dependent regulation of mTOR by LKB1-AMPK	https://reactome.org/PathwayBrowser/#/R-MMU-380972	29
R-MMU-381033_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES	R-MMU-381033	ATF6 (ATF6-alpha) activates chaperones	https://reactome.org/PathwayBrowser/#/R-MMU-381033	3
R-MMU-381042_PERK_REGULATES_GENE_EXPRESSION	R-MMU-381042	PERK regulates gene expression	https://reactome.org/PathwayBrowser/#/R-MMU-381042	3
R-MMU-381070_IRE1ALPHA_ACTIVATES_CHAPERONES	R-MMU-381070	IRE1alpha activates chaperones	https://reactome.org/PathwayBrowser/#/R-MMU-381070	1
R-MMU-381119_UNFOLDED_PROTEIN_RESPONSE_UPR	R-MMU-381119	Unfolded Protein Response (UPR)	https://reactome.org/PathwayBrowser/#/R-MMU-381119	11
R-MMU-381340_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	R-MMU-381340	Transcriptional regulation of white adipocyte differentiation	https://reactome.org/PathwayBrowser/#/R-MMU-381340	3
R-MMU-381426_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	R-MMU-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	https://reactome.org/PathwayBrowser/#/R-MMU-381426	120
R-MMU-381676_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	R-MMU-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	https://reactome.org/PathwayBrowser/#/R-MMU-381676	32
R-MMU-381753_OLFACTORY_SIGNALING_PATHWAY	R-MMU-381753	Olfactory Signaling Pathway	https://reactome.org/PathwayBrowser/#/R-MMU-381753	90
R-MMU-381771_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	R-MMU-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	https://reactome.org/PathwayBrowser/#/R-MMU-381771	11
R-MMU-382551_TRANSPORT_OF_SMALL_MOLECULES	R-MMU-382551	Transport of small molecules	https://reactome.org/PathwayBrowser/#/R-MMU-382551	665
R-MMU-382556_ABC_FAMILY_PROTEIN_MEDIATED_TRANSPORT	R-MMU-382556	ABC-family protein mediated transport	https://reactome.org/PathwayBrowser/#/R-MMU-382556	87
R-MMU-383280_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	R-MMU-383280	Nuclear Receptor transcription pathway	https://reactome.org/PathwayBrowser/#/R-MMU-383280	49
R-MMU-3858494_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	R-MMU-3858494	Beta-catenin independent WNT signaling	https://reactome.org/PathwayBrowser/#/R-MMU-3858494	111
R-MMU-388396_GPCR_DOWNSTREAM_SIGNALLING	R-MMU-388396	GPCR downstream signalling	https://reactome.org/PathwayBrowser/#/R-MMU-388396	592
R-MMU-388479_VASOPRESSIN_LIKE_RECEPTORS	R-MMU-388479	Vasopressin-like receptors	https://reactome.org/PathwayBrowser/#/R-MMU-388479	6
R-MMU-388841_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY	R-MMU-388841	Regulation of T cell activation by CD28 family	https://reactome.org/PathwayBrowser/#/R-MMU-388841	226
R-MMU-388844_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	R-MMU-388844	Receptor-type tyrosine-protein phosphatases	https://reactome.org/PathwayBrowser/#/R-MMU-388844	20
R-MMU-389356_CO_STIMULATION_BY_CD28	R-MMU-389356	Co-stimulation by CD28	https://reactome.org/PathwayBrowser/#/R-MMU-389356	48
R-MMU-389357_CD28_DEPENDENT_PI3K_AKT_SIGNALING	R-MMU-389357	CD28 dependent PI3K/Akt signaling	https://reactome.org/PathwayBrowser/#/R-MMU-389357	27
R-MMU-389359_CD28_DEPENDENT_VAV1_PATHWAY	R-MMU-389359	CD28 dependent Vav1 pathway	https://reactome.org/PathwayBrowser/#/R-MMU-389359	12
R-MMU-389397_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	R-MMU-389397	Orexin and neuropeptides FF and QRFP bind to their respective receptors	https://reactome.org/PathwayBrowser/#/R-MMU-389397	9
R-MMU-389513_CO_INHIBITION_BY_CTLA4	R-MMU-389513	Co-inhibition by CTLA4	https://reactome.org/PathwayBrowser/#/R-MMU-389513	21
R-MMU-389542_NADPH_REGENERATION	R-MMU-389542	NADPH regeneration	https://reactome.org/PathwayBrowser/#/R-MMU-389542	2
R-MMU-389599_ALPHA_OXIDATION_OF_PHYTANATE	R-MMU-389599	Alpha-oxidation of phytanate	https://reactome.org/PathwayBrowser/#/R-MMU-389599	6
R-MMU-389661_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	R-MMU-389661	Glyoxylate metabolism and glycine degradation	https://reactome.org/PathwayBrowser/#/R-MMU-389661	18
R-MMU-389887_BETA_OXIDATION_OF_PRISTANOYL_COA	R-MMU-389887	Beta-oxidation of pristanoyl-CoA	https://reactome.org/PathwayBrowser/#/R-MMU-389887	9
R-MMU-3899300_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	R-MMU-3899300	SUMOylation of transcription cofactors	https://reactome.org/PathwayBrowser/#/R-MMU-3899300	38
R-MMU-389948_CO_INHIBITION_BY_PD_1	R-MMU-389948	Co-inhibition by PD-1	https://reactome.org/PathwayBrowser/#/R-MMU-389948	176
R-MMU-390247_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS	R-MMU-390247	Beta-oxidation of very long chain fatty acids	https://reactome.org/PathwayBrowser/#/R-MMU-390247	11
R-MMU-390466_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	R-MMU-390466	Chaperonin-mediated protein folding	https://reactome.org/PathwayBrowser/#/R-MMU-390466	38
R-MMU-390471_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS	R-MMU-390471	Association of TriC/CCT with target proteins during biosynthesis	https://reactome.org/PathwayBrowser/#/R-MMU-390471	10
R-MMU-390522_STRIATED_MUSCLE_CONTRACTION	R-MMU-390522	Striated Muscle Contraction	https://reactome.org/PathwayBrowser/#/R-MMU-390522	35
R-MMU-390648_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	R-MMU-390648	Muscarinic acetylcholine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-390648	5
R-MMU-390650_HISTAMINE_RECEPTORS	R-MMU-390650	Histamine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-390650	4
R-MMU-390651_DOPAMINE_RECEPTORS	R-MMU-390651	Dopamine receptors	https://reactome.org/PathwayBrowser/#/R-MMU-390651	5
R-MMU-390666_SEROTONIN_RECEPTORS	R-MMU-390666	Serotonin receptors	https://reactome.org/PathwayBrowser/#/R-MMU-390666	11
R-MMU-390696_ADRENOCEPTORS	R-MMU-390696	Adrenoceptors	https://reactome.org/PathwayBrowser/#/R-MMU-390696	9
R-MMU-390918_PEROXISOMAL_LIPID_METABOLISM	R-MMU-390918	Peroxisomal lipid metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-390918	26
R-MMU-391160_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS	R-MMU-391160	Signal regulatory protein family interactions	https://reactome.org/PathwayBrowser/#/R-MMU-391160	9
R-MMU-391251_PROTEIN_FOLDING	R-MMU-391251	Protein folding	https://reactome.org/PathwayBrowser/#/R-MMU-391251	38
R-MMU-391903_EICOSANOID_LIGAND_BINDING_RECEPTORS	R-MMU-391903	Eicosanoid ligand-binding receptors	https://reactome.org/PathwayBrowser/#/R-MMU-391903	14
R-MMU-391906_LEUKOTRIENE_RECEPTORS	R-MMU-391906	Leukotriene receptors	https://reactome.org/PathwayBrowser/#/R-MMU-391906	5
R-MMU-391908_PROSTANOID_LIGAND_RECEPTORS	R-MMU-391908	Prostanoid ligand receptors	https://reactome.org/PathwayBrowser/#/R-MMU-391908	9
R-MMU-392023_ADRENALINE_SIGNALLING_THROUGH_ALPHA_2_ADRENERGIC_RECEPTOR	R-MMU-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	https://reactome.org/PathwayBrowser/#/R-MMU-392023	3
R-MMU-392154_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	R-MMU-392154	Nitric oxide stimulates guanylate cyclase	https://reactome.org/PathwayBrowser/#/R-MMU-392154	13
R-MMU-392170_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	R-MMU-392170	ADP signalling through P2Y purinoceptor 12	https://reactome.org/PathwayBrowser/#/R-MMU-392170	22
R-MMU-392451_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	R-MMU-392451	G beta:gamma signalling through PI3Kgamma	https://reactome.org/PathwayBrowser/#/R-MMU-392451	25
R-MMU-392499_METABOLISM_OF_PROTEINS	R-MMU-392499	Metabolism of proteins	https://reactome.org/PathwayBrowser/#/R-MMU-392499	1792
R-MMU-392517_RAP1_SIGNALLING	R-MMU-392517	Rap1 signalling	https://reactome.org/PathwayBrowser/#/R-MMU-392517	15
R-MMU-392518_SIGNAL_AMPLIFICATION	R-MMU-392518	Signal amplification	https://reactome.org/PathwayBrowser/#/R-MMU-392518	32
R-MMU-392851_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	R-MMU-392851	Prostacyclin signalling through prostacyclin receptor	https://reactome.org/PathwayBrowser/#/R-MMU-392851	19
R-MMU-3928662_EPHB_MEDIATED_FORWARD_SIGNALING	R-MMU-3928662	EPHB-mediated forward signaling	https://reactome.org/PathwayBrowser/#/R-MMU-3928662	36
R-MMU-3928663_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	R-MMU-3928663	EPHA-mediated growth cone collapse	https://reactome.org/PathwayBrowser/#/R-MMU-3928663	18
R-MMU-3928664_EPHRIN_SIGNALING	R-MMU-3928664	Ephrin signaling	https://reactome.org/PathwayBrowser/#/R-MMU-3928664	18
R-MMU-3928665_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	R-MMU-3928665	EPH-ephrin mediated repulsion of cells	https://reactome.org/PathwayBrowser/#/R-MMU-3928665	34
R-MMU-397014_MUSCLE_CONTRACTION	R-MMU-397014	Muscle contraction	https://reactome.org/PathwayBrowser/#/R-MMU-397014	161
R-MMU-397795_G_PROTEIN_BETA_GAMMA_SIGNALLING	R-MMU-397795	G-protein beta:gamma signalling	https://reactome.org/PathwayBrowser/#/R-MMU-397795	32
R-MMU-399710_ACTIVATION_OF_AMPA_RECEPTORS	R-MMU-399710	Activation of AMPA receptors	https://reactome.org/PathwayBrowser/#/R-MMU-399710	3
R-MMU-399719_TRAFFICKING_OF_AMPA_RECEPTORS	R-MMU-399719	Trafficking of AMPA receptors	https://reactome.org/PathwayBrowser/#/R-MMU-399719	28
R-MMU-399721_GLUTAMATE_BINDING_ACTIVATION_OF_AMPA_RECEPTORS_AND_SYNAPTIC_PLASTICITY	R-MMU-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	https://reactome.org/PathwayBrowser/#/R-MMU-399721	28
R-MMU-399954_SEMA3A_PAK_DEPENDENT_AXON_REPULSION	R-MMU-399954	Sema3A PAK dependent Axon repulsion	https://reactome.org/PathwayBrowser/#/R-MMU-399954	14
R-MMU-399955_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION	R-MMU-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	https://reactome.org/PathwayBrowser/#/R-MMU-399955	9
R-MMU-399956_CRMPS_IN_SEMA3A_SIGNALING	R-MMU-399956	CRMPs in Sema3A signaling	https://reactome.org/PathwayBrowser/#/R-MMU-399956	15
R-MMU-399997_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	R-MMU-399997	Acetylcholine regulates insulin secretion	https://reactome.org/PathwayBrowser/#/R-MMU-399997	7
R-MMU-400042_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	R-MMU-400042	Adrenaline,noradrenaline inhibits insulin secretion	https://reactome.org/PathwayBrowser/#/R-MMU-400042	23
R-MMU-400206_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	R-MMU-400206	Regulation of lipid metabolism by PPARalpha	https://reactome.org/PathwayBrowser/#/R-MMU-400206	17
R-MMU-400451_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	R-MMU-400451	Free fatty acids regulate insulin secretion	https://reactome.org/PathwayBrowser/#/R-MMU-400451	10
R-MMU-400508_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	R-MMU-400508	Incretin synthesis, secretion, and inactivation	https://reactome.org/PathwayBrowser/#/R-MMU-400508	12
R-MMU-400511_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	R-MMU-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	https://reactome.org/PathwayBrowser/#/R-MMU-400511	4
R-MMU-400685_SEMA4D_IN_SEMAPHORIN_SIGNALING	R-MMU-400685	Sema4D in semaphorin signaling	https://reactome.org/PathwayBrowser/#/R-MMU-400685	15
R-MMU-4085001_SIALIC_ACID_METABOLISM	R-MMU-4085001	Sialic acid metabolism	https://reactome.org/PathwayBrowser/#/R-MMU-4085001	33
R-MMU-4085377_SUMOYLATION_OF_SUMOYLATION_PROTEINS	R-MMU-4085377	SUMOylation of SUMOylation proteins	https://reactome.org/PathwayBrowser/#/R-MMU-4085377	35
R-MMU-4086398_CA2_PATHWAY	R-MMU-4086398	Ca2+ pathway	https://reactome.org/PathwayBrowser/#/R-MMU-4086398	44
R-MMU-4086400_PCP_CE_PATHWAY	R-MMU-4086400	PCP/CE pathway	https://reactome.org/PathwayBrowser/#/R-MMU-4086400	74
R-MMU-4090294_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	R-MMU-4090294	SUMOylation of intracellular receptors	https://reactome.org/PathwayBrowser/#/R-MMU-4090294	27
R-MMU-416476_G_ALPHA_Q_SIGNALLING_EVENTS	R-MMU-416476	G alpha (q) signalling events	https://reactome.org/PathwayBrowser/#/R-MMU-416476	206
R-MMU-416482_G_ALPHA_12_13_SIGNALLING_EVENTS	R-MMU-416482	G alpha (12/13) signalling events	https://reactome.org/PathwayBrowser/#/R-MMU-416482	77
